logId,Time,Name,Duration,Heart_Rate_Zones
64466500963,2024-07-04T11:18:32.000+10:00,Run,4219000,"[{'max': 95, 'min': 30, 'minutes': 65, 'name': 'Out of Range'}, {'max': 133, 'min': 95, 'minutes': 6, 'name': 'Fat Burn'}, {'max': 161, 'min': 133, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 161, 'minutes': 0, 'name': 'Peak'}]"
64505530041,2024-07-04T10:22:59.000+10:00,Run,1226000,"[{'max': 95, 'min': 30, 'minutes': 20, 'name': 'Out of Range'}, {'max': 133, 'min': 95, 'minutes': 0, 'name': 'Fat Burn'}, {'max': 161, 'min': 133, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 161, 'minutes': 0, 'name': 'Peak'}]"
64510125912,2024-07-04T08:24:29.000+10:00,Run,763000,"[{'max': 95, 'min': 30, 'minutes': 13, 'name': 'Out of Range'}, {'max': 133, 'min': 95, 'minutes': 0, 'name': 'Fat Burn'}, {'max': 161, 'min': 133, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 161, 'minutes': 0, 'name': 'Peak'}]"
64509929069,2024-07-04T08:20:01.000+10:00,Run,154000,"[{'max': 95, 'min': 30, 'minutes': 3, 'name': 'Out of Range'}, {'max': 133, 'min': 95, 'minutes': 0, 'name': 'Fat Burn'}, {'max': 161, 'min': 133, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 161, 'minutes': 0, 'name': 'Peak'}]"
